review,sentiment
"There are many mysteries in life. For example: Why did any of the people other than Carrot Top agree to appear in this movie? Why did anyone distribute this movie? Why did anyone pay money to see it? I guess none of these questions will ever be answered, but one thing I know for sure, this movie is one of the worst ever made with a budget this big. It would already be bad, but the addition of Carrot Top's ""humor"" makes it even worse. The only entertainment one could possibly get from this movie is to burn it, smash it, or otherwise destroy it in an amusing fashion. If you were to rank it against every movie ever made, it would be right between ""Problem Child"" and ""Biodome"". Nuff said.",negative
"This movie was just horrendous. How could anybody like this movie, and for the ones who liked it because of the jokes, they should really take a long hard look in the mirror and ask themselves if stereotypes are not bad. Ignoring the face of the racial stereotypes, this was just awful. It never had its moments, if it paid homage to 1980's, ""Airplane!"", it needs to pay some more. Awful acting, terrible script writing, even for a movie with Mo'Nique or Tom Arnold. This movie was bad from the beginning, but people might have seen the whole thing, by the thought that the plane would crash. One of the worse movies ever, stay away.",negative
"So I had heard from a few people that this film had brought them to tears in the theater. As I watched it for the first time I was expecting another romantic, tear-jerking Barbra Streisand film; Something like The Way We Were. I was certainly wrong. The chemistry between the two main characters, Esther Hoffman and her John Howard, was nonexistent, making it impossible to get attached to the characters. There wasn't anything romantic about it. Streisand's character fell for an alcoholic drug addict who couldn't sing a single note without making me want to hit the fast-forward button. At one point her character finds her husband in bed with another woman and she forgives him about five minutes later. There's nothing romantic about a deadbeat rock star and a woman who can't seem to realize it until he actually dies. Parts of the movie seemed to drag on and on, and I kept asking myself when it was going to end.<br /><br />The death of John Howard was completely predictable. There was totally obvious foreshadowing of his reckless behavior early on in the movie, and when he died I felt no emotion whatsoever. It wasn't a tragic accident, it was him basically being an idiot. Not to mention throughout the movie I was distracted by his hideous beard.<br /><br />The only parts of this movie worth seeing are the Streisand songs. The ending of the movie when she sings ""With One More Look At You/Watch Closely Now"" was my reason for giving this film a whopping 3/10. Those 7 minutes were the only part of the movie I actually felt an emotion other than irritation and anger.",negative
"I must first mention that as a group of mates, we often find entertainment in wacthing films which are known to be terrible for comedy value, hence our rental of Camp Blood.<br /><br />Camp Blood was the first film which we'd rented that had been shot on what looks to be a camcorder, and was so rubbish it wans't even funny.<br /><br />The DVD was returned and a refund was demanded, with the added suggestion some sort of quality control is implemented to prevent such utter rubbish being stocked.<br /><br />Don't do what I did, and let the curiosity get the better of you, it's so bad it's not even funny.",negative
"One thing that astonished me about this film (and not in a good way) was that Nathan Stoltzfus, who seems to pride himself on being the major historian on the topic of the Rosenstrasse, was one of the historians working on this film, considering how much of the actual events were altered or disregarded. <br /><br />Another reviewer said that von Trotta said she never meant for Lena to bed Goebbels, but in that case, why did she give every impression that that was what had happened? Why not show other possible reasons for the mens' release, such as the disaster that was Stalingrad, or the Nazis' fear that the international press, based in Berlin, would find out about the protest.<br /><br />Also, why did the whole storyline play second fiddle to a weak family bonding storyline that has been done over and over again? Surely something as awesome as this could carry its own history! In places, it was as if the film had two story lines that really seemed to have little in common.<br /><br />Overall, this film failed in its aim, which was to draw attention to a little-known act of resistance, which is a shame, because done better, it could have had a major impact.",negative
"A surprising misfire from the usually reliable Larry Cohen (God Told Me Too, Q, etc.), Full Moon High tries so hard to be funny and fails miserably, even with decent turns by Ed McMahon(!) and Kenneth Mars. Alan Arkin looks embarrassed throughout his performance and son Adam simply looks numb. This makes Teen Wolf look like a comedy classic.",negative
"There's something intriguing about disaster movies. The simple, primal premise can lead to several great stories. Granted, most disaster movies tend to explore familiar territory instead but I can usually live with that.<br /><br />Unfortunately, Flood probably marks the low point in the history of this sub-genre. Robert Carlyle is undoubtedly the star of the movie, even though screen time is split between different locations and characters. He gives a barely decent performance. As well, Joanne Whalley is very uneven. Veteran actor Tom Courtenay (he played in Doctor Zhivago for heaven's sake) is particularly bad. I mean, his timing is completely off most of the time and his characterization is extremely poor. What an embarrassing performance for that man. The rest of the cast ranges from decent to really bad with one exception: Jessalyn Gilsig, whom I thought might be there as a plot device/eye candy gives by far the most convincing performance. Doesn't mean much considering how bad everybody else is but still nice to see that she cared.<br /><br />The script is really bad, confusing and cliché. Some of the worse lines I have heard in quite some time are delivered by the actors one after the other.You've seen this story a thousand times. It employs every dramatic hook and tear-jerkers you've seen in ""Outbreak"", ""Armageddon"", the Poseidon movies (original and remake) and many others.<br /><br />The direction is awful. No sense of timing, nothing inspired. The shots are bland, dialog and action both fail to flow. Editing is bad but how do you edit such a mess? Without a doubt, this movie tried to rely way too much on (rather poor) CGI. The human factor, the drama and struggles of the characters are glossed over. Scenes where the characters must actually face the flood are rare and poorly done. The made-for-TV feel gives nausea. Some guy is supposed to go down a rope from an helicopter? No problem, let's show him inside a helicopter and make a really poor cut/editing job and have the next frame with him safely on the ground, in the most obvious way possible.<br /><br />The movie score is rather poor. All over the place, no timing.<br /><br />The ending is probably the worse I have seen in quite some time. Very much like they ran out of ideas. Scrap that, you can't run out of something if you never had it in the first place. Must have ran out of budget.<br /><br />This is a really amateur job. I give it a 2 for using London as a location, which is a nice change, for Gilsig being actually decent in a key support role and for the few CGI shots that were decent (those of the water closing in on London and the gates).<br /><br />Do yourself a favor and check out Day After Tomorrow or just about any disaster movie before this one. This includes older classics like The Towering Inferno.",negative
"I LOVED the Apprentice for the first two seasons.<br /><br />But now with season 5? (or is it 6?) things are getting just plain too tiring.<br /><br />I used to like the show, but its become Donald Trumps own ego fest. Granted its his company you'll be working for, but come on! some of the things says ""You're FIRED"" is just insulting.<br /><br />after watching the show, I would not want to work for him. not because he is arrogant, pompous or such. Its just that the show is unrealistic and the way he handles things makes me just squirm. Good Entertainment? YES, but tiring as the back stabbing gets so tiring.. its not team work, its not personal, its just business. watch your back jack.",negative
"This film had so much promise. I was very excited about this film. In the end, it was laughable at best, painful at worst. The acting styles ran the gamut from really, really, flat (the angels, the wife and daughter) to over-animated (Casper's character). I felt that the dialogue was just an attempt to transfer information to the audience instead of real people trying to talk to each other. Pay special attention to the scene regarding ""the bug"". It's pretty much an insult to the audience's ability to figure things out. In defense of that scene, though, it got the biggest laugh of the whole movie. I had read that they spent alot of money traveling to various overseas locations. Too bad they didn't make use of it. I didn't feel like I was transported to exotic locations. Anybody could insert stock footage of the Coliseum in Rome. However, to end on a positive note, I thought the sets were pretty good. I really liked the graphics that were displayed on the decoding computers. It is my opinion(and that's all it is) that if the SCHMALTZ factor would have been much much lower and the ACTION factor would have been greatly increased, this film would have been good.",negative
"First of all.....<br /><br />What the hell? Why in the world are they trying to sell a low budget piece of crap on late night TV with the promise of disturbing, offensive sick garbage that any normal real human being with a soul couldn't watch. <br /><br />What the crap is funny about a dog being injured, a grandma getting her head knocked off...a guy getting his hand blown to pieces and two girls going to the bathroom? what in the hell has this world come to that people find comedy in some thing so completely sick. Anyone who thinks this kind of material is funny, should not even be allowed to walk the earth. <br /><br />But from what I hear its not even offensive...so...they promise comedy through demented piles of sick garbage...and they cant even pull that off.",negative
"Firstly, few colleges allow students to take courses from their parent's lover. Secondly, few women professors are sleeping with dorm cooks. Thirdly, few brassy coeds have a dad who cooks in their dorm. Fourthly, once a SECOND member of a college small-group project team meets a violent demise, the college PRESIDENT will disband the whole class, and NOT turn a blind eye as the professor merrily steers the rest of the group toward grisly deaths. Since the supernatural elements of CULT make absolutely no sense, it is useful to study the mundane content of this film to truly appreciate how much this flick really sucks!",negative
"I rented this type of ""soft core"" before, but I can honestly say, I wasn't expecting this to be in the same type as ""Rod Steele: You Only Live Until You Die""--which was both sexy AND funny. It had a good script, a sincere leading man, and a sense of purpose. It also has Gabriella Hall who is hot. The reason why I didn't expect this movie, was because the box was missing the ""Must be 18 to Rent"" Sticker. I was looking for more ""cheese"" and less ""cheesecake.""<br /><br />First of all, I think movies shouldn't be allowed to start with ""actors"" rehearsing for a part at a talent agency (or wherever ""actors"" rehearse). In this movies seeing the ""actors"" rehearsing highlights the lack of preparation that went into acting out the real characters in the movie.<br /><br />Okay, having found out that this WAS a soft core movie, I didn't necessarily turn it off and demand my money back. But, the dizzying way the extended video ""erotic"" scenes are added to what was probably a late night pay-cable release are very annoying and easy to fast-forward through without the sustained quality of, say, Rod Steele. You know they must've had some money, because I think some of it is filmed overseas.<br /><br />I will have to say the main actor trying NOT to spill the invisibility potion on himself is one of the most baffling acting jobs I've ever seen. And, I've seen Torgo from Manos! It may actually have been worth the dollar rental fee (that and Gabriella Hall). Still, there are better corny movies to rent with your friends.",negative
"The worst movie I have ever seen. The sound quality was bad, the cutting of the scenes was even worse and above all it was not logic and it had no speed...<br /><br />I first tought: ""Oh No, I don't want the trail that proves that poor Patrick was an innocent killer"". But this turned out to be even worse. Typically in this American film you get a super-hint or no hints at all. I want very tiny small hints that direct you to the killer. The audience isn't involved. And now, when I don't get any hints at all, you can expect a several 's/he-is-the-killer' sweeps in the end. And that is not all. ah... This is hopeless, lets make an end to it...<br /><br />In one word: Disgusting..<br /><br />",negative
"""What happens when you give a homeless man $100,000?"" As if by asking that question they are somehow morally absolved of what is eventually going to happen. The creators of ""Reversal of Fortune"" try to get their voyeuristic giggles while disguising their antics as some kind of responsible social experiment.<br /><br />They take Ted, a homeless man in Pasadena, and give him $100,000 to see if he will turn his life around. Then, with only the most cursory guidance and counseling, they let him go on his merry way.<br /><br />What are they trying to say? ""Money can't buy you happiness?"" ""The homeless are homeless because they deserve to be?"" Or how about, ""Lift a man up - it's more fun to watch him fall from a greater altitude."" They took a man with nothing to lose, gave him something to lose, and then watched him dump it all down the drain. That's supposed to be entertainment? They dress this sow up with some gloomy music and dramatic camera shots, but in the end it has all the moral high ground of car crash videos - only this time they engineered the car crashes and asked, ""What happens when you take down a stop sign?""",negative
"I was thinking that the main character, the astronaut with the bad case of the runs(in his case, his skin, hair, muscles, etc) could always get more movie work after he'd been reduced to a puddle. All he has to do is get a job as the Blob. The premise of this flick is pretty lame. An astronaut gets exposed to sunspot radiation(I think), and so begins to act like an ice cream cone on a hot day. Not only is this a puzzler, but apparently he has to kill humans and consume their flesh so that he can maintain some kind of cell integrity. Huh? Have you ever noticed that whenever any kind of radiation accident or experiment happens, the person instantly turns into a killing machine? Why is that?<br /><br />The astronaut lumbers off into the night from the 'secret facility'(which has no security whatsoever), shedding parts of himself as he goes. Apparently he retains just enough memory to make him head for the launch pad, maybe because he wanted to return to space. <br /><br />Thus begins the part of the movie that's pretty much filler, with a doctor wandering around with a Geiger counter, trying to find the melting man by the buzz he gives off. He kills a stupid Bill Gates look-alike fisherman, scares a little girl a la the Frankenstein monster movie, and finishes off a wacky older couple(punishing them karmically for stealing some lemons). Then there's a short scene where he whacks his former General, and a very long scene where he kills a young pothead and chases his girlfriend around. You'd think that after she cuts his arm off and he run away, the scene would shift. But no...we're treated to about ten minutes of the woman huddled into a corner panting and screaming in terror, even though the monster is gone. All I could think was..director's girlfriend, anyone?<br /><br />The end of the movie is even lamer than the rest of it. The melting man finishes turning into a pile of goo, and then...nothing. That's it. That's the end of the movie. Well, at least that meant that there was no room for a sequel.",negative
"The acting was horrendous as well as the screenplay. It was poorly put together and made you almost want to laugh at the several terribly acted out murder scenes. The ending was even worse. Everyone kept dying, but somehow the ending made it look like everything was perfectly OK! They did not give enough history about the obsession the teacher had, etc. The movie needed more time to perhaps develop a better storyline. The only reason I give this 3/10 is that I kind of feel bad for the young actors. They needed better coaching. They could have really made this an OK film, but the screenplay and acting failed miserably.",negative
"Veber is not renown for his outstanding directorial skills. In fact nobody cares as long as they got the laughs, quite a few here to be honest, scattered in the whole process, thanks to Depardieu's half-wit characterization and the dialogue Veber puts in his mouth.<br /><br />But this is not enough to make a great comedy since there's no movie outside of the usual Veber premise: a tough guy is doomed to team up with a very naive character. In L'Emmerdeur, La Chèvre or Les Compères there was a real story going on over the fire vs. water proceedings. Le Diner de cons, although it was a play, managed to create a real suspense about the next catastrophe Pinon would cause. In Tais-toi the backstory about the vengeance is both redundant and too weak to arouse our interest. Plus the heavies are lame both on screen and in the script.<br /><br />Now what's wrong? Veber wraps this up creating no action, no rhythm. Instead he uses systematically and overuses ellipses (maybe he met William Goldman in Hollywood) and the 'music' really stresses that lack of nerve and a backbone in the story.<br /><br />So you'll have to be content with Depardieu's performance.",negative
"I saw the 10p.m. showing and I must say that this movie was nothing special. Although I did not leave the theater wanting my time back (as I don't actually pay for movies anymore) I didn't really find any redeeming qualities.<br /><br />There were a few lines and such that made me chuckle, but mostly the film seemed to consist of rampant fan service to the younger (in mind more than age as this film is rated R) male audience. The fan service seemed out of place and rather distracting as well. I know you all want to hear Samuel L. say his infamous line, but let's be honest, it's a whole lot of hype for very little pay off. The only truly horrible part of the film was the CG, which looked very digitized and did not mesh well with the live action on the screen.<br /><br />Now I am a reasonable man, I knew going into the theater that I wasn't going to be seeing ""Casablanka,"" and I am at least thankful that this film is an original (albiet inane) idea and not some re-make or franchise spin off. However to be honest, if you are not a part of the cult following you are probably better off spending your money elsewhere and seeing the film either in a second run theater in a few weeks or renting it in a few months.",negative
"Yes, this movie has kids going to space camp and it starts out okay enough as you have the kids meeting one another and learning the ropes. Then they introduce Jinx, a robot that could not possibly exist in 1986 as they do not have anything with that kind of artificial intelligence now. Kid becomes buddy with robot and robot repays the kid's kindness by shooting him and a group of other kids in this camp into outer space with a very limited oxygen supply and radios that do not have the signal to reach into space. This camp is also not very fun as these kids are put to real training and the instructors get all over them for failing missions or not doing the right things. Give it a rest, they are there for fun, not to become astronauts just yet, just give them the experience of space flight not a military like camp. However, you do get to see Joaquin Phoenix in a fairly early role. So in the end a movie that tries to be realistic in some areas, but with the introduction of Jinx and other factors you might as well had the kids battle space aliens on top of everything else that was happening in the movie as that would have made the movie a bit more enjoyable at least for me. Probably for a few others as well, who else would like to see Kate Capshaw's face ripped apart by some strange super alien creature.",negative
"this movie is similar to Darkness Falls,and The Boogeyman(2005)but it's also much more graphic than both,and not as good as either.it's also slow and fairly predictable.it's also got shades of Deliverance and the Amityville Horror.plus,we get some new age flavour thrown in the mix and some of those scenes come off as a motivational/inspirational sermon.really,this movie is a hodgepodge of almost everything.even though it is gory,the makeup effects are not very realistic looking.in fact they look kinda cheap.aside from all that,there is some really awful clichéd dialogue.and i won't say when,but there is a point where a couple of the character's actions were not authentic or believable,given the circumstances.nobody in their right mind what would have acted this way.once you watch the movie,you'll know what i mean.there's also some gratuitous nudity for nudity's sake.it just wasn't necessary at all.the good news is that the acting was actually pretty good.better than this movie deserves.so,after carefully weighing the evidence,id say this movie was passable,but not good.my verdict for The Tooth fairy:4/10",negative
"Anybody who has ever been a fan of the original series, or even has a clue about the storyline should be embarrassed by this series. The Borg does not come around until Q brings the Enterprise to the Gamma sector, the Klingons are NEVER seen until Kirk encounters them, the NCC-1701 was the FIRST ship to carry the Enterprise name....need I go on? Berman and Pilliar have made a mockery of Gene Roddenberry's creation. After he died, they only saw $$$$ and just went their own way. No wonder Majel Barrett was in every single episode of star trek until this series. I don't blame her for not being involved with this mess. Poor Bakula. He's a great actor, as are the entire cast. I like them all, but the storyline is tragic and ignores all of the precedents set by the original series. Just check the ratings. I think more people watched Deep Space 9 (which was untimely canceled).",negative
"Let's get one thing straight; This was BAD! So Putrid that it doesn't even qualify to be imprinted on anyone's memories.<br /><br />The ever repeating storyline (who's constant recycling of not only jokes but story lines and character appearances.) A typical storyline goes as follows; Sue (the mother) opens the episode quoting on how she loves her baby son but smells awful (As if THAT doesn't get old! har-de-bloody-har!), some Australian quasi-nationalist ""bogan"" -look it up- appears to say how she thinks she's awesome because she's an ozzie while everything/everyone else that isn't sucks before disappearing for the rest of the episode. (a small mercy)<br /><br />The rest of the plot revolves around the father (Gary) getting in some kind of disagreement with Sue and him talking to members of his band for advice on how to sort it out.<br /><br />The phrase ""words fail me"" is an old one but this is where it is the most truthful thing to say. It is so incredibly BAD! So HORRIBLE, that I would like every trace of it's existence sent to the lowest depths of the North sea and life can go on.<br /><br />It saddens me though, to see someone as good as Sally Bretton (good actress, I like her) make a prat out of herself, Ardal O Hanlon (My Hero aside) has the ability to be pretty funny - but not here - and Ben Elton, distinguished for so much good stuff somehow manages to come up with this...thing then comedy is in very serious trouble!",negative
"A terminally dull mystery-thriller, which may sound pretty sound theoretically but plays out very poorly. The ludicrous script is full of (MINOR SPOILER) people dying and then coming back to life when the plot requires them to, and the director doesn't seem able to work up any energy and suspense. The gooey sequence that kind of ""explains"" the film's title is the only halfway memorable one in this tiresome film. (*1/2)",negative
"Unfortunately, this film is typical of the watering down of a good film by numerous sequels. Universal made several serial monster films in the 1940s, which were pale imitations of the original. The intelligent Egyptologist Imhotep has been replaced by a leg-dragging Frankenstein in mummy wrappings, who exhibits no signs of intelligent life. This film is entertaining in spots but if you have seen The Mummy (1932), you will be disappointed.",negative
"The ""documentary"", and we use that term loosely apparently, summarizes that Muslims are trying to violently take over the world. Then states that any Muslim that doesn't admit this is either ignorant of their own faith or lying to your face! Also every person that is interviewed in the film has found a market for their ludicrous take on reality by selling claptrap to conservatives willing to let others do the thinking for them. What the West NEEDS to know is this is nothing more than propaganda aimed at mental midgets. If you are looking for an actual documentary on Islam and the current state of the Middle-East I would look elsewhere. Try something that provides multiple points of view from qualified sources.",negative
"I absolutely adore the book written by Robin Klein, so I was very excited when I heard that a movie based on the book was in the making.<br /><br />But I was severely disappointed with the movie when I did see it because it didn't capture what I loved about the book - the absolutely ridiculously funny Erica and the interesting way in which she views the world.<br /><br />From the start of the movie, I realised that things weren't the same as I had imagined in the book. So, I just went along for the ride. It wasn't all that bad, I guess. Miss Belmont was totally different to what I had imagined her to be! I didn't think she would be one to smoke and drink - Jean Kittson, who plays her, is hilarious!<br /><br />On it's own, I thought the movie and it's actors/actresses in it did a good job, but alas, I'm such a fan of the book (one of my all time favourite books) that I couldn't help but feel disappointed =P",negative
"After seeing MIDNIGHT OFFERINGS I am still convinced that the first decent movie about (teenage) witches yet has to be made. I didn't think much of THE CRAFT and I'm not into CHARMED either. The only film I more or less enjoyed (about teenage witches) was LITTLE WITCHES (1996), and even that one wasn't very good. But changes are that if you liked all the aforementioned movies, you will also enjoy MIDNIGHT OFFERINGS.<br /><br />I was expecting a silly and cheesy early 80's movie about teenage witches in high school. But I was rather surprised that this whole movie plays it rather serious. The acting is decent and serious all the time. No jokes are being played by teenagers or something. And the musical score, at first, I thought was pretty good. It added some scariness and also something 'classy', with the use of threatening violins and all. But as the movie progressed I came to the conclusion that the score was just too ambitious. They didn't have to add those threatening violins when you simply see someone back up a car and then drive away at normal speed.<br /><br />Then there's Melissa Sue Anderson, who was the main reason for me to see this movie. A few weeks ago, I saw her in HAPPY BIRTHDAY TO ME, a rather enjoyable, thick-plotted (and goofy on some occasions) slasher-movie which she had done in the same year as MIDNIGHT OFFERINGS. And I must say, she was very good as the icy-cold bad witch Vivian. But the main problem with the movie is: almost nothing happens! Vivian causes a death and an accident, yes, but that's it. Then there's Robin, the good witch, who is just learning about her powers. And we expect the two of them using their powers more than once, but at only one occasion they use their powers to make some pieces of wood and other stuff fly through the air as projectiles. That was supposed to be a fight between two powerful witches? And what's worse, I was hoping to see a spectacular show-down between the witches at the end of the movie with at least some special effects, flaming eyes or whatever... but nothing happens. There is sort of a confrontation in the end, but it's a big disappointment.<br /><br />So, the acting of the two witches was good. The musical score was decent (even though overly ambitious). And the cinematography was rather dark and moody at times. But that doesn't make a good movie yet, does it?",negative
"Someone told me that this was one of the best adult movies to date. I have since discredited everything told to me by this individual after seeing this movie. It's just terrible. Without going into lengthy descriptions of the various scenes, take my word for it, the sex scenes are uninteresting at best. Jenna in normal street clothes in the beginning was the highlight of the film (she does look good) but it's all downhill from there.",negative
"Skip all the subjective ""this is a great film"" reviews and read the IMDB trailer or the back the KINO videobox (which includes both versions of this flick) which I'll paraphrase: ""To the tune of sci-fi score by George Antheil, the camera goes on a sleepwalk through B-Movie hell, all photographed by Will Thompson (who did 'Plan 9 from outer space' & 'Maniac')."" You don't know whether to laugh AT the film or WITH it. So if you like self-produced B or C-grade noir-wannabe actors and effects with pretensions of surrealism, this could be for you! Otherwise, get a copy of ""Screamplay"", a modern low-budget expressionist masterpiece.",negative
"As you can read the only good comment about this movie is made by someone who actually watch it AT HIS CHURCH ! <br /><br />Anyway, movie had a good B movie sci-fi beginning, everything was there to make a good entertaining , easy to watch movie, then everything felt in this religious Jesus-will-save-everyone brainwashing mode.<br /><br />story start with 2 main characters, 2 reporters but it fast give the first role to that Jesus freak who is there to save everyone's soul with this con-descendant attitude.<br /><br />In a few words: this movie goes from entertaining to brainwashing in about 30 minutes<br /><br />Waste of time, waste of money... AVOID IT",negative
"**Warning - this review may contain spoilers ** <br /><br />The idea behind the character of Danny (Jet Li) is a good one - young boy is taken by hoodlum and raised to behave like a vicious pitbull, controlled mainly by whether his collar is on or off his neck.<br /><br />However, the writer did not know how to deliver this idea within the constraints of believability.<br /><br />He has Danny meeting a blind pianist, Sam (Morgan Freeman), who has to be the most trusting fool a man ever was - along with his nit-wit, endlessly babbling, rather unattractive step-daughter, Victoria (Kerry Condon). I was stunned, by the way, when I learned Victoria was supposed to be 18 - she looked 25 or 30 to me.<br /><br />Amazingly there is no romance between Danny and Victoria.<br /><br />When Danny turns up again, wounded, what does Sam do but take him straight home. Danny is out for 2 days, but do these nit-wits take him to a hospital? Nooooo. I don't know if they even called in a doctor.<br /><br />Now Danny is obviously not a mentally stable person, this is apparent from the get-go, yet Sam takes him into his home, where both he and his step-daughter could have been seriously harmed or even killed by this rather strange, young man.<br /><br />Why Morgan Freeman took this insipid role in this asinine film I can't even begin to guess. Surely Mr. Freeman is not that desperate for a paycheck.<br /><br />Then we have Bob Hoskins as Bart, the gangster who ""owns"" Danny - now you talk about a son of a gun that's hard to kill. The car Bart is in gets riddled with bullets that would have rivaled Bonnie and Clyde's demise. We think he's dead, but no.<br /><br />Then we have another car accident - and yet again, ol' Bart escapes unscathed.<br /><br />In addition to that, we also have Danny fighting half a dozen tough guys at a time, plus a scene where Danny has decided he doesn't want to fight any more. I don't care how much a person doesn't want to fight, when it is down to the wire of you fight or you die, I think anyone would fight.<br /><br />As I said in the subject heading - this film is about 40 miles outside the boundary of reality as we have come to know it. It's not just a case of suspending belief - it's completely beyond that.<br /><br />Furthermore I never did understand why Danny's mother who turns out to be a nice lady, rather than the prostitute Bart claimed she is, became mixed up with Bart and his gang and got shot. Maybe that was my fault, I got distracted right about the time that scene came on--but it seemed highly unlikely she and Bart would have ever crossed paths.<br /><br />4 stars out of 10 - and that's being generous.",negative
"I saw this movie just recently, and I said to myself: ""This movie is bad!"" William Shatner is a great actor, but he is no director! <br /><br />It's not just that the acting is bad, it's terrible. And instead of a plot, we have a very bad storyline that is called a plot! What I really thought was bad was at the beginning where Kirk and McCoy were teaching Spock how to sing ""Row, Row, Row Your Boat!""<br /><br />Do I have something against William Shatner? I do not. But when it comes to being a director, he sucks! This film is not one of the worst movies I have ever seen. But it is the worst of the Star Trek series! <br /><br />I noticed that after this Shatner did not return to direct another film in the series. They apparently did not want him to direct another film again after this happened! <br /><br />Overall, this movie sucks! <br /><br />2/10",negative
"I watched this movie last night and already I am struggling to recollect very much about it. The story is about a group of criminals who escape from a space penal colony. They fly to the Moon in a space-age dustbin carrier; when there, they terrorise the dustbin men who work on the Moonbase.<br /><br />It strikes me that rubbish low-budget sci-fi films often involve either desert planets or, like this movie, criminals escaping from penal colonies. Why this is I have no idea. But I can say with some certainty that such films are always diabolical. This one is really no exception. It begins reasonably well with a decent credit sequence and a half-way alright dance music soundtrack. It then degenerates into a boring sci-fi thriller. So little of consequence actually happens in this movie that I am literally struggling to write a helpful review, so if you're reading this I apologise for not being able to enlighten you to the film's subtleties and nuances. For the record, I recall a tedious bunch of baddies, a tedious bunch of goodies, some nuclear warheads and a hologram of a naked woman. Other than that, I'm struggling.<br /><br />If you feel you could be interested in the activities of lunar dustbin men then I would not hesitate to recommend this film. I would also recommend it to those of you who wish to send their friends to sleep and steal their wallets.",negative
"The film, Heaven's Gate, was a good view, although still tedious at over 4 hours. But the film took great license - as usual with Hollywood. James Averill (Chris Christopherson), and ""Elle"" were actually married in real life. Their main contribution to the Johnson County war, was to start it by being hanged. Well, by starting it, I mean it came at the beginning, not the end. Here's the real scenario: James Averill and Ellen Watson were secretly married because one homestead could be given to each family. By filing as single individuals, they could get two homesteads. They chose homesites on Crazy Woman Creek actually controlling the water above the land held by a powerful member of the Cattleman's Association. He offered to buy them out repeatedly, which they refused.<br /><br />Although characterized in real life as the owner of a brothel (Cattle Kate), and a prostitute herself (and also in the film), there is no real evidence that was true. It is known that she bought many head of sick cattle, nursed them back to life, and was later accused by the Cattleman's Association of receiving the cattle in trade for ""lewd acts'. In the end, she was accused of rustling - an act almost certainly untrue. So much for this part of the myth of the ""American West"", which is a gooble-de-gook of myths spanning a time period of about one hundred years.<br /><br />In real life, she and Jim Averill were surprised one day by several members of the Cattleman's Association, taken in hand, and promptly hanged. Those perpetrating the injustice were never brought to trial. But that was the first link that led to the murder of Nate Champion, and the start of the Johnson County war.<br /><br />Quite different from the Hollywood version which shows her shot at the end. <br /><br />Other than that, I think the main problem with the film was the editor, who could have made the action a faster pace by more skillful editing.",negative
"With no fault to the actors (they all put on great performances), the overall story was not very well executed. The movie opens with a great zinger: a crazy old guy forces a young Aborigine girl's car off the road. But then, we're forced to endure 40 minutes of character development with an entirely new group of characters ... and we don't know why until the 40 minutes are up. It turns out that they are the ones who eventually discover the girl's body ... and the story progresses from there.<br /><br />While the story does pick up at that point, it really goes nowhere. After 2 hours, I asked myself: was there a point to this, or was it just to see the characters struggle with accusations of racism and stupidity of how they handled the discovery? The story was ultimately unsatisfying and felt unfinished. While it is well acted, there's not a strong enough backbone in the film to warrant recommending it.",negative
"wow, the Naked Brothers Band. What should i say. I guess i can say this show just sucks. number one: they have no talent, they probably can't even play the instruments. number 2: on the commercial it said they were famous but nobody even heard of them till there crappy show came on. Look, i really don't hate it that bad, i'd give it like a 4 out of 10, but what annoys me is how everyone says they have such great talent and Nat is SO deep and writes deep lyrics. Deep my ass! he talks about hardcore wrestlers with inner feelings. wow, i could read what it says on the walls of a bathroom and it would be more deep than that. And they didn't get famous by themselves, their parents are famous celebrities and wanted their kids to be too so they made up a bad show. i have a feeling that it will be canceled soon.",negative
